,Sr No,Image File,Caption
10801,16008,img/insta16008,back to peace  
10802,16010,img/insta16010,if you are reading this you are amazing  
10803,16011,img/insta16011,it was about that time  
10804,16012,img/insta16012, me and 
10805,16013,img/insta16013,studio with uncle stunna via 
10806,16015,img/insta16015,uncle stunna luv my first bugatti  
10807,16016,img/insta16016,wondering if shes too high maintenance 
10808,16019,img/insta16019,new music 
10809,16021,img/insta16021,scooter ur burnt 
10810,16022,img/insta16022,city bus  
10811,16023,img/insta16023,know who you really are not what people tell you you are  
10812,16024,img/insta16024,on em 
10813,16025,img/insta16025,you know ur burnt chaz haha luv you bra 
10814,16027,img/insta16027,catch up im too far ahead the younger generation gets it  
10815,16029,img/insta16029,no time to waste  
10816,16031,img/insta16031,competitive nature 
10817,16035,img/insta16035,done with tats 4 a while where i wanna be 
10818,16037,img/insta16037,i love you korea  
10819,16038,img/insta16038,love great job man  
10820,16040,img/insta16040,love it when were lovey dovey 
10821,16042,img/insta16042,this is james dean inspired dont ask me if i smoke ciggys cuz i dont  
10822,16043,img/insta16043,moon boots 
10823,16045,img/insta16045,congrats and 
10824,16047,img/insta16047, he did it again 
10825,16048,img/insta16048,gotcha girlfriend at my crib watchin netflix 
10826,16049,img/insta16049,i do this 4 you 
10827,16050,img/insta16050,amazing hanging out with these incredible beliebers  via 
10828,16052,img/insta16052,get my bro adams book founder of pencil of promise it talks a little about some of our travels together and us sharing a room he slapped the shit out of my back laughing out loud read why its also one of the most inspiring books ive ever read proud of you adam  
10829,16053,img/insta16053,best music ive ever made  
10830,16054,img/insta16054,im in the studio all day everyday for the ones who believe in me and support me  you fall but you rise back up stronger be great  
10831,16055,img/insta16055,me and my bro 
10832,16056,img/insta16056,on the regular 
10833,16057,img/insta16057,get my new shoes through adidas 
10834,16058,img/insta16058,catch me if you can  
10835,16060,img/insta16060,met this beautiful fan who waited outside for 24 hours her phone died so i told her i got her back  
10836,16061,img/insta16061,been in the studio for over 24 hours via 
10837,16062,img/insta16062,great night in the studio  
10838,16063,img/insta16063,everyone has someone they look up to  
10839,16065,img/insta16065,love you buddy 
10840,16066,img/insta16066,this is my brother jaxon bieber 
10841,16068,img/insta16068,in the studio with 
10842,16069,img/insta16069,your laughter is contagious love you 
10843,16072,img/insta16072,i said it i mean it theres no way around it 
10844,16075,img/insta16075,good morning god loves you 
10845,16076,img/insta16076,most elegant princess in the world 
10846,16077,img/insta16077,my bro 
10847,16078,img/insta16078,no more monkey business p 
10848,16079,img/insta16079,checkout some new exclusive music on livemixtapescom comes out in 1 minute 
10849,16080,img/insta16080,workaholics or breaking bad or east bound and down 
10850,16082,img/insta16082,still working 
10851,16083,img/insta16083,bout to put on some workaholics maybe some east bound and down 
10852,16084,img/insta16084,who are you 
10853,16086,img/insta16086,in the studio with ti 
10854,16089,img/insta16089,classy night 
10855,16092,img/insta16092,follow my artist  
10856,16094,img/insta16094,i have the greatest dad in the world hes taught me how to love learn and stay true to myself i will forever be grateful because he was my superehero 
10857,16097,img/insta16097,thank you lord  
10858,16098,img/insta16098,what more can they say  
10859,16100,img/insta16100,shoutout to lil wayne for showin love and opening up his park for us 
10860,16101,img/insta16101,this is how i get to enjoy the beach  
10861,16102,img/insta16102,i love the sunrise 
10862,16103,img/insta16103,im in cuba i love cubans 
10863,16104,img/insta16104,the ultimate measure of a man is not where he stands in moments of comfort but where he stands at times of challenge and controversy  martin luther king  
10864,16106,img/insta16106,you ass leep 
10865,16109,img/insta16109,great day 
10866,16110,img/insta16110,and had a little spill on the mountain 
10867,16113,img/insta16113,me cajz 
10868,16114,img/insta16114,me and my little princess 
10869,16117,img/insta16117,vegas view last night from the  
10870,16121,img/insta16121,love the way you look at me 
10871,16123,img/insta16123,studio with kid cudi 
10872,16124,img/insta16124,me and young kalfanito on the slopes 
10873,16125,img/insta16125,ready for the cold im fat but yeah 
10874,16127,img/insta16127,turn up 
10875,16128,img/insta16128,how could i not 
10876,16129,img/insta16129,i might just surprise you 
10877,16130,img/insta16130,snowy christmas 
10878,16131,img/insta16131,its finally here bring the family and have fun merry christmas thanks 
10879,16132,img/insta16132,thats love thank you in over 50 countries its all about the music  httpsmarturlitjournals 
10880,16133,img/insta16133,lil jazzy and i watching despicable me 2 
10881,16134,img/insta16134,special thanks to poo bear maejor ali rodney jerkins julian swirsky soundz dre and most of all my  
10882,16135,img/insta16135,complete my httpsmarturlitjournals 
10883,16136,img/insta16136,what is your favorite song on take a pic and show me you got it httpsmarturlitjournals 
10884,16137,img/insta16137,complete my now on itunes  honesty  take it to httpsmarturlitjournals 
10885,16138,img/insta16138,complete my on itunes tonight at midnight 
10886,16139,img/insta16139,worldwide japan 
10887,16141,img/insta16141,bieber clause gonna take you on a sleigh ride tonight 
10888,16145,img/insta16145,me and the fam 
10889,16146,img/insta16146,my bro young pose 
10890,16148,img/insta16148,my favorite 
10891,16155,img/insta16155,look down 
10892,16156,img/insta16156,music video coming soon 
10893,16157,img/insta16157,video set 
10894,16160,img/insta16160,big news wrote another smash this week want you to have it making it a christmas gift and moving to the 23rd so monday 1223 
10895,16161,img/insta16161,get my artist to a million on insta 
10896,16162,img/insta16162,this monday 1216 
10897,16163,img/insta16163,monday 1216 
10898,16164,img/insta16164,monday 1216 
10899,16165,img/insta16165,monday 1216 
10900,16166,img/insta16166,monday 1216 
10901,16167,img/insta16167,monday 1216 
10902,16168,img/insta16168,monday 1216 
10903,16169,img/insta16169,monday 1216 
10904,16170,img/insta16170,watching kick ass 2 
10905,16171,img/insta16171,most touching trip of my life 
10906,16173,img/insta16173,this little rascal  
10907,16174,img/insta16174,back in the studio with 
10908,16175,img/insta16175,with on itunes now httpsmarturliticonfident 
10909,16176,img/insta16176,im just flexin 
10910,16177,img/insta16177,12 hours to go 
10911,16178,img/insta16178,last night of the tour great show perth 
10912,16181,img/insta16181,gods wonders 
10913,16182,img/insta16182,nasty but shes fancy 
10914,16183,img/insta16183,new adidas i designed 
10915,16184,img/insta16184,at the top why stop now themoneyteamcom 
10916,16185,img/insta16185,1 more show  
10917,16186,img/insta16186,go to my app shots of me and upload i follow my fans on there 
10918,16187,img/insta16187,ur a towel 
10919,16188,img/insta16188,australian sun 
10920,16189,img/insta16189,boys where are the woman at laughing out loud 
10921,16192,img/insta16192,are you ready my new single featuring sunday at midnight 
10922,16194,img/insta16194,my beliebers are f amazing i love you 
10923,16195,img/insta16195,gave my little buddy a pencil 
10924,16196,img/insta16196,shelly shelly  
10925,16197,img/insta16197,miss you guys shelly i miss your cheeks  
10926,16198,img/insta16198,oh oh  
10927,16199,img/insta16199,me and my girl kate  shes so strong 
10928,16202,img/insta16202,live life love life justin bieber 
10929,16203,img/insta16203,love this kid 
10930,16205,img/insta16205,thats love thank you 
10931,16206,img/insta16206,its out new httpsmarturlitjbchangeme 
10932,16208,img/insta16208,culture kings hooked it up thanks again 
10933,16209,img/insta16209,lets be honest 
10934,16214,img/insta16214,fresh new tat 
10935,16216,img/insta16216,change me this sunday at midnight 
10936,16218,img/insta16218,im turnt 
10937,16224,img/insta16224,when they tell me is 
10938,16225,img/insta16225,did you get yet what do you think  thank you httpsmarturlitijbrollercoaster 
10939,16226,img/insta16226,know you aint a model you should let me take some pics tho 
10940,16227,img/insta16227,download on itunes 
10941,16228,img/insta16228,is now available on itunes if you got it then upload a screenshot and tag and i will search find and like your picture  
10942,16229,img/insta16229,its out get now  httpsmarturlitijbrollercoaster 
10943,16231,img/insta16231,watch short film here you hear that piano httpstcognnjxtaxp8 
10944,16232,img/insta16232,skaters be like  you cant skate 
10945,16234,img/insta16234,its young bday 
10946,16236,img/insta16236,damn they caught me 
10947,16237,img/insta16237,flexed up laughing out loud 
10948,16239,img/insta16239,art is in the eye of the beholder 
10949,16242,img/insta16242,live laugh love 
10950,16246,img/insta16246,hit em with the finesse 
10951,16247,img/insta16247,put you down on itunes rignt now 
10952,16248,img/insta16248,me and my bros and 
10953,16251,img/insta16251,everyone wish my lil brother a big happy birthday i love you 
10954,16253,img/insta16253,turn down 
10955,16254,img/insta16254,video coming soon request at radio thanks 
10956,16255,img/insta16255,you like 
10957,16256,img/insta16256,love to the i met at the shoot yesterday 
10958,16257,img/insta16257,thank you love you 
10959,16258,img/insta16258,its out featuring    httpsmarturlitjbpyd 
10960,16259,img/insta16259,less than 3 hours to go 
10961,16260,img/insta16260,we all can help 
10962,16261,img/insta16261,a lil sleepy terrence 
10963,16262,img/insta16262,put you down 
10964,16263,img/insta16263,you counting down to midnight with me new song featuring tonight at midnight get ready 
10965,16264,img/insta16264,follow me at httpshotsmejustinbieber 
10966,16265,img/insta16265,pyd pyd pyd this sunday at midnight me and 
10967,16266,img/insta16266,see the trailer httpbitlybelievetrailer 
10968,16267,img/insta16267,all that matters at radio request it thanks 
10969,16268,img/insta16268,when you get tickets to you might get a gift next week 
10970,16269,img/insta16269,the trailer today at 10am pst on yahoo movies presale tix start today and get access to a new song from 
10971,16270,img/insta16270,video on the way 
10972,16272,img/insta16272,me and my dad hiking 
10973,16273,img/insta16273,send me a pic of you purchasing and ill like it 
10974,16274,img/insta16274,you 2 bro 
10975,16276,img/insta16276,love you sis 
10976,16277,img/insta16277,i aint all bad 
10977,16278,img/insta16278,new sunday at midnight 
10978,16279,img/insta16279,this is one loyal fan  
10979,16280,img/insta16280,up all night 
10980,16281,img/insta16281,love you lil buddy 
10981,16282,img/insta16282,only police escorts 
10982,16283,img/insta16283,every place i have tagged has been approved i do not suggest tagging private property i still suck but i have fun doing it  
10983,16284,img/insta16284,this is my escape 
10984,16285,img/insta16285,everyone loves penguins 
10985,16286,img/insta16286,whos gon stop me haaannn 
10986,16287,img/insta16287,these are the first beliebers i met in argentina you are my all 
10987,16288,img/insta16288,great shot pap great shot i might frame this 
10988,16289,img/insta16289,what i travel the world for  
10989,16290,img/insta16290,sometimes i get emotional you guys bring it out of me thank you 
10990,16291,img/insta16291,im crazy yeah thats just what this game made me i may need to replace these dumb faces and maybe i need to refrain from the people who wont let me remain me but im gonna still remain me  me 
10991,16292,img/insta16292,bad day is out 
10992,16293,img/insta16293,love you brazil 
10993,16294,img/insta16294,to all my brazilian fans you are incredible 
10994,16295,img/insta16295,bad day 
10995,16296,img/insta16296,bad day 
10996,16297,img/insta16297,this from the heart i need you to 
10997,16298,img/insta16298,this is love 
10998,16299,img/insta16299,make the music you want to make jai waetford god has really blessed you im a fan and i havent been impressed like this in a very long time 
10999,16301,img/insta16301,my bro and my artist get ready for some great new music from the both of us 
11000,16302,img/insta16302,street art 
11001,16303,img/insta16303,getting better 
11002,16304,img/insta16304,rip pac 
11003,16305,img/insta16305,i found a new hobby 
11004,16306,img/insta16306,this little angel 
11005,16307,img/insta16307,tomorrow night 
11006,16308,img/insta16308,are you ready for another new song another tomorrow night at midnight 
11007,16309,img/insta16309,lesssss gooooooooo 
11008,16310,img/insta16310,out now 
11009,16311,img/insta16311,maybe next time  
11010,16312,img/insta16312,live life love life 
11011,16314,img/insta16314,tonight at midnight hold tight comes out 
11012,16316,img/insta16316,hold tight comes out sunday at midnight 
11013,16317,img/insta16317,i look strange with blue eyes 
11014,16318,img/insta16318,really a pimple on my lip its over with for pimples wheres my proactive at  
11015,16319,img/insta16319,that hold on tight them lips wont let me go 
11016,16321,img/insta16321,two songs coming this week 
11017,16324,img/insta16324,i love diplo but he has nothing to do with all that matters shout out to dre and poo bear 
11018,16325,img/insta16325,me and got the highest score possible 
11019,16326,img/insta16326,rest and relaxation 
11020,16327,img/insta16327,youre all that matters to me 
11021,16328,img/insta16328,all that matters 
11022,16330,img/insta16330,all that matters is next on lets go 
11023,16333,img/insta16333,me and my trainer 
11024,16335,img/insta16335,this shirt is hard 
11025,16338,img/insta16338,you can all help  
11026,16348,img/insta16348,watching workaholics 
11027,16350,img/insta16350,love you beliebers 
11028,16355,img/insta16355,wow blessed 
11029,16358,img/insta16358,me and chaz 
11030,16360,img/insta16360,work hard play hard be safe praise god 
11031,16384,img/insta16384,new boy band there comin out the woodwork 
11032,16385,img/insta16385,studio sunrise 
11033,16387,img/insta16387,love you bro 
11034,16388,img/insta16388,check out my official dj mixtape 
11035,16389,img/insta16389,this pesto is bomb 
11036,16390,img/insta16390,breezy spray painted my half pipe hes super dope 
11037,16392,img/insta16392,back in the studio 
11038,16394,img/insta16394,gonna sleep at the studio 
11039,16397,img/insta16397,me and terrell owens 
11040,16398,img/insta16398,me and 
11041,16399,img/insta16399,happy birthday for real 
11042,16404,img/insta16404,break finally 
11043,16405,img/insta16405,just landed super tired 
11044,16408,img/insta16408,tmz this is for you  
11045,16409,img/insta16409,remember where you come from 
11046,16410,img/insta16410,the homey 
11047,16411,img/insta16411,catch us in the sprinter van 
11048,16412,img/insta16412,katt ur funny 
11049,16413,img/insta16413,studio always 
11050,16414,img/insta16414,3 bosses 
11051,16415,img/insta16415,introduced me to fat burger 
11052,16416,img/insta16416,listening to some new music with pharrell and tyler 
11053,16417,img/insta16417,chillin with 
11054,16418,img/insta16418,get off ur phone jacque 
11055,16419,img/insta16419,back in the studio 
11056,16420,img/insta16420,art is everywhere 
11057,16421,img/insta16421,art is everywhere 
11058,16422,img/insta16422,was playing with snakes the other day watching the other guys again  will ferrell is so funny 
11059,16423,img/insta16423,chilling with the boys and j 
11060,16424,img/insta16424,jaxon is definitely a bieber always shirtless laughing out loud 
11061,16425,img/insta16425,in the studio making a smash with my bro 
11062,16426,img/insta16426,me and uncle will 
11063,16427,img/insta16427,chillin with the boys at home kevin durant tyson chandler and carl lentz 
11064,16428,img/insta16428,always give back  
11065,16431,img/insta16431,no offdays 
11066,16432,img/insta16432,on our way 
11067,16434,img/insta16434,watching premiere right now on tune in and watch with me 
11068,16435,img/insta16435,1day vacay 
11069,16438,img/insta16438,non touch me whips 
11070,16439,img/insta16439,catch me if you can 
11071,16442,img/insta16442,beliebers are everything 
11072,16443,img/insta16443,the crew and chaz open ur eyes for once 
11073,16444,img/insta16444,looking forward to buying my big bro album hall of fame on august 27th 
11074,16446,img/insta16446,with the alexander mcqueen 
11075,16449,img/insta16449,get ready toronto  
11076,16450,img/insta16450,shoutout to my big brother for blessing me with this ovo chain 
11077,16451,img/insta16451,bout to hit the stage in boston wish me luck 
11078,16452,img/insta16452,wheres waldo laughing out loud 
11079,16458,img/insta16458,love you gramma 
11080,16459,img/insta16459,nothing like a grandfathers love 
11081,16461,img/insta16461,these lights make all my pics look like that 
11082,16462,img/insta16462,sparkling water is tasty 
11083,16463,img/insta16463,look its peter pan 
11084,16464,img/insta16464,did this art  moms always watching  
11085,16465,img/insta16465,sunset is unbelievable 
11086,16466,img/insta16466,getting a massage watching the sunset not a bad evening 
11087,16467,img/insta16467,wow this warms my heart 
11088,16468,img/insta16468,wow this warms my heart 
11089,16469,img/insta16469,that outfit is so hard 
11090,16470,img/insta16470,thank you for always standing by my side  
11091,16471,img/insta16471,i do this only 4 you  
11092,16474,img/insta16474,is that 2chainz or 
11093,16475,img/insta16475,we wanna hear said the pepper 
11094,16476,img/insta16476,shes ready to turn up 
11095,16477,img/insta16477,someone find this girl  
11096,16478,img/insta16478,would you turn up with me and  
11097,16482,img/insta16482,thank you lord for my fans 
11098,16485,img/insta16485,i want all of you 
11099,16486,img/insta16486,me and my brother 
11100,16488,img/insta16488,my little bieberettes 
11101,16490,img/insta16490,my little baby snow leopard  miss you buddy 
11102,16491,img/insta16491,dream big 
11103,16494,img/insta16494,its gonna happen suddenly 
11104,16495,img/insta16495,oh no patricks back you going to jail now hahaa 
11105,16496,img/insta16496,i put my faith in god 
11106,16502,img/insta16502,soon p 
11107,16503,img/insta16503,ryans drunk as piss 
11108,16504,img/insta16504,gonna put my dad on that show what not to wear 
11109,16506,img/insta16506,blue is new and you are too a few shoes have shown me clues my crew also knew that zoos have news im a poetic genius 
11110,16507,img/insta16507,i let him borrow my shirt laughing out loud 
11111,16508,img/insta16508,erv listening to 
11112,16509,img/insta16509,nowhere but up 
11113,16510,img/insta16510,new musiq 
11114,16514,img/insta16514,me and my homies and at lunch talking bout our savior jesus christ 
11115,16515,img/insta16515,to whoever knows this game 
11116,16517,img/insta16517,laid back in the maybach 
11117,16520,img/insta16520,you get that camera out of my face 
11118,16522,img/insta16522,look at tuts 
11119,16523,img/insta16523,me me franny mally mall at the cribo 
11120,16524,img/insta16524,sorry but i had to beat big bro on 2k13 whos next 
11121,16525,img/insta16525,heartbreaker is on the internet somewhere find it 
11122,16526,img/insta16526,i guess everyone grows up 
11123,16527,img/insta16527, for the fans 
11124,16529,img/insta16529,i had fun chillin in canada with the family 
11125,16531,img/insta16531,dont tell me your my 
11126,16532,img/insta16532,tell a friend to tell a friend 
11127,16533,img/insta16533, coming soon 
11128,16534,img/insta16534,game 7 
11129,16536,img/insta16536,the birthday girl is tired 
11130,16537,img/insta16537,my vision is enormous 
11131,16539,img/insta16539,golf wang 
11132,16541,img/insta16541,time to die 
11133,16542,img/insta16542,this chick thinks shes a model 
11134,16544,img/insta16544,cb whats up 
11135,16545,img/insta16545,god is good 
11136,16546,img/insta16546,beers in the jungle 
11137,16548,img/insta16548,goodluck against  mayweather youre gonna need it 
11138,16549,img/insta16549,turkey whats good 
11139,16550,img/insta16550,i dropped the o and the e and just kept the lv big sean 
11140,16553,img/insta16553,r you serious 
11141,16555,img/insta16555,how do kids nowadays know how to work ipads and i hardly knew how to play with my dinky cars 
11142,16556,img/insta16556,chilling with king 2k 
11143,16557,img/insta16557,love is in the air 
11144,16558,img/insta16558,out of spite i just might flood these streets jay z 
11145,16559,img/insta16559,miss you guys 
11146,16560,img/insta16560,the top gets higher the more that i climb tune 
11147,16562,img/insta16562,50 76  2k champion 
11148,16563,img/insta16563,so glad i get to see the world 
11149,16566,img/insta16566,the new death metal group coming out soon haha 
11150,16567,img/insta16567,kickin it with og 
11151,16568,img/insta16568,hes like a human 
11152,16569,img/insta16569,morning hair 
11153,16570,img/insta16570,night i love you and by the way just cuz im not smiling doesnt mean im not happy  
11154,16572,img/insta16572,larc de triomphe 
11155,16573,img/insta16573,me with 72 winning over making me king 2k 
11156,16574,img/insta16574,rip stash 
11157,16575,img/insta16575,if they brought this out to you would you eat it 
11158,16577,img/insta16577,tay with the dirty stash 
11159,16578,img/insta16578,fredo stashed up 
11160,16579,img/insta16579,tyler also rockin the stash haha 
11161,16580,img/insta16580,sneakpic laughing out loud 
11162,16581,img/insta16581,growin out the stash laughing out loud 
11163,16582,img/insta16582,they lovin the crew 
11164,16584,img/insta16584,my view 
11165,16586,img/insta16586,this is what its all about  lov3 
11166,16587,img/insta16587,everyone in my team has been telling me keep the press happy but im tired of all the countless lies in the press right now saying im going to rehab and how my family is disappointed in me my family is beyond proud and nothings been said by them my grandparents wouldnt know how to reach to press even of they did want to so that was a lie and rehab cmon if anyone believes i need rehab thats their own stupidity laughing out loud im 19 with 5 number one albums 19 and ive seen the whole world 19 and ive accomplished more than i couldve ever dreamed of im 19 and it must be scary to some people to think that this is just the beginning i know my talent level and i know i got my head on straight i know who i am and i know who im not my messege is to to believe my albums could be about anything but my messages have been to never say never and believe not to believe in me but to believe in yourself  i honestly dont care if you dont believe in me because i believe in me my friends believe my family believe my fans believe and look where thats gotten me so far im writing this with a smile on my face and love in my heart letting you know first hand how i feel rather than have these story linger im a good person with a big heart and dont think i deserve all this negative press ive worked my ass off to get where i am and my hard work doesnt stop here all this isnt easy i get angry sometimes im human im gonna make mistakes in gonna grow and get better from them but all the love from you guys overcomes the negativity i love you thanks 
11167,16588,img/insta16588,checkout new show 
11168,16589,img/insta16589,young jb 
11169,16590,img/insta16590,maybach music 
11170,16591,img/insta16591,me and my bro 
11171,16592,img/insta16592,me and 
11172,16593,img/insta16593,enjoying life 
11173,16594,img/insta16594,look at this freak 
11174,16595,img/insta16595,hospital hallways creepy 
11175,16596,img/insta16596,jaxo ur hairs getting so long 
11176,16597,img/insta16597,chaz or should i call him by his real name charles 
11177,16598,img/insta16598,i know i already posted this but im gonna put it up again to show love to my big bro judah i love you man you inspire me when you have a moment of weakness ask god to be with you and bring his peace i know for a fact it helps  
11178,16599,img/insta16599,the funny moment when people believe i brought underage people to a club you think will is letting his 14 year old in a club i dont think so 2nd i love how the club wanted to give the press another reason to why we didnt stay at their weak ass club so they wouldnt look bad for me walking in and right back outi said m worst bday but that was due to dummies pushing over my fans and being overly aggressive by the way it wasnt the worst bday cuz all my friends from back home flew in i was just mad in the moment 
11179,16600,img/insta16600,chaz is the man 
11180,16602,img/insta16602,but a fan did get me this hat so im glad i wore it  
11181,16603,img/insta16603,ryan said you wont go out in that i said watch mea haha toocolorful next time im gonna wear a black hat 
11182,16604,img/insta16604,chillin in london with the boys and 
11183,16605,img/insta16605,rollercoaster for a minute we were up but the next we were fallin down justin bieber 
11184,16606,img/insta16606,mi eht tseb 
11185,16608,img/insta16608,me and ben 
11186,16609,img/insta16609,"just my lips in focus you should keep it simple, stupid me if you notice "
11187,16610,img/insta16610,woah derr dont go derr yeah i learned that befo der i stay fly no below derr and my crib you should go derr but thats so rare and thats no fair jb 
11188,16611,img/insta16611,no one can touch my kicks 
11189,16612,img/insta16612,jt killin that shhii in london  
11190,16613,img/insta16613,early morning 
11191,16614,img/insta16614,put my bro to sleep with a chokehold last night jk he fell asleep in my arms but sometimes big bros gotta put their lil bros in headlocks 
11192,16617,img/insta16617,happy valentines 
11193,16619,img/insta16619,me and jaxo 
11194,16620,img/insta16620,me and gramma  
11195,16621,img/insta16621,me and grampa  
11196,16622,img/insta16622,jazzy says no pics 
11197,16623,img/insta16623,me and pops 
11198,16624,img/insta16624,me and mom 
11199,16625,img/insta16625,my view 
11200,16628,img/insta16628,me and spiderman 
11201,16631,img/insta16631,captain jaxon 
11202,16632,img/insta16632,me and jaxo 
11203,16633,img/insta16633,sweet dreams 
11204,16634,img/insta16634,princess jazzy 
11205,16636,img/insta16636,watch me on snl tomorrow night thank you lauren ur the man 
11206,16637,img/insta16637,love you kid 
11207,16639,img/insta16639,this horse loves you 
11208,16640,img/insta16640,im all fancy poppin s pellegrino 
11209,16641,img/insta16641,this is how feels 
11210,16642,img/insta16642,the criminal 
11211,16643,img/insta16643,thank you  
11212,16644,img/insta16644,give it a try 
11213,16645,img/insta16645,what do you think 
11214,16646,img/insta16646,fun day 
11215,16647,img/insta16647,on itunes now 
11216,16649,img/insta16649,young jb 
11217,16650,img/insta16650,1 sec 
11218,16651,img/insta16651,"after show keep it simple, stupid with mom "
11219,16653,img/insta16653,mini yang 
11220,16654,img/insta16654,writing my heart out 
11221,16655,img/insta16655,you see me in the piano 
11222,16657,img/insta16657,my security looks like steve wilkos 
11223,16658,img/insta16658,me and the homey r kelly 
11224,16659,img/insta16659,haha good morning hair i look like a peacock 
11225,16660,img/insta16660,throw ur dukes up with young jb 
11226,16661,img/insta16661,told you 
11227,16664,img/insta16664,late night 
11228,16666,img/insta16666,i could go out on a lim and agree with you the sour patch berries are the swagggg 
11229,16669,img/insta16669,i love this girl havig the time of her life with her dad at my concert 
11230,16670,img/insta16670,so good 
11231,16671,img/insta16671,pizza and murder solving shows 
11232,16672,img/insta16672,whats beaut 
11233,16673,img/insta16673,hahahahhaha yeah ill ship you a pair laughing out loud 
11234,16675,img/insta16675,come on guys get off ur phones 
11235,16676,img/insta16676,to those of you who tell me not to sag my pants double think that 
11236,16677,img/insta16677,i sleep with lynx mountain lions 
11237,16678,img/insta16678,back of the bach at the top with the gwap 
11238,16680,img/insta16680,this isnt a dog 
11239,16681,img/insta16681,you been this close to a cheetah 
11240,16682,img/insta16682,why is this fun 2 you laughing out loud 
11241,16683,img/insta16683,dont attack me bro im bigger than you 
11242,16684,img/insta16684,me and my homey bubbzzzz 
11243,16685,img/insta16685,cool edit  
11244,16686,img/insta16686,stop talking and pay attention 
11245,16687,img/insta16687,love me like you do 
11246,16688,img/insta16688,this was the ping pong ball after me slamming it on nick jonas laughing out loud haha 
11247,16689,img/insta16689,show off ur ink 
11248,16690,img/insta16690,look at this bundle of joy i love her 
11249,16691,img/insta16691,my grandfather always took me to the stratford culliton every friday night this is for you grampa  my man hooked it up 
11250,16692,img/insta16692,shutout to 
11251,16693,img/insta16693,crazy eyes p 
11252,16694,img/insta16694, love you 
11253,16696,img/insta16696,sun peaking through my window 
11254,16697,img/insta16697,youre lovely 
11255,16699,img/insta16699,who can stop me 
11256,16703,img/insta16703,because because because 
11257,16704,img/insta16704,i dont wear shorts on stage so no you wont  you will see me swag it out on stage though p 
11258,16707,img/insta16707,thank the lord 
11259,16709,img/insta16709,hey guys 
11260,16712,img/insta16712,love you jax 
11261,16713,img/insta16713,merry christmas little buddy laughing out loud go to sleep  
11262,16714,img/insta16714,chaz sleeping like a baby 
11263,16716,img/insta16716,with my luv 
11264,16718,img/insta16718,wow why did i think i was eminem and bleach my hair blonde 
11265,16719,img/insta16719,green and red for christmas 
11266,16720,img/insta16720,me and 
11267,16721,img/insta16721,good news there not gonna take my pics swagggggg 
11268,16722,img/insta16722,january 16th will be the last day i instagram i dont want them selling my photos 
11269,16725,img/insta16725,pure evil 
11270,16729,img/insta16729,all alone on the jet missin you already  
11271,16730,img/insta16730,be a king treat a woman like a queen 
11272,16731,img/insta16731,late morning 
11273,16732,img/insta16732,me and bubbles from trailer park boys 
11274,16734,img/insta16734,wow this is a cute baby 
11275,16735,img/insta16735,great pic 
11276,16736,img/insta16736,only look up 
11277,16738,img/insta16738,dont believe me just watch 
11278,16740,img/insta16740,just landed in chicago lurking in the back 
11279,16741,img/insta16741,i know its not thursday but lets throwback to when i got the batmomobile from my bro 
11280,16742,img/insta16742,acoustic album 
11281,16743,img/insta16743,back in the studio 
11282,16746,img/insta16746,you see half of me 
11283,16747,img/insta16747,post your funny face on a jet 
11284,16748,img/insta16748,funny face on the jet 
11285,16749,img/insta16749,wreck it ralph going to town 
11286,16750,img/insta16750,found a sick gas station real cheap 
11287,16751,img/insta16751,you are wherever you are wishing you had this milkshake infront of you 
11288,16752,img/insta16752,hey guys meet salt and pepper 
11289,16753,img/insta16753,i hate that im a fan 
11290,16755,img/insta16755,traffic is lame 
11291,16757,img/insta16757,me and kickin it 
11292,16760,img/insta16760,see it how you see it this is how i see it  
11293,16761,img/insta16761,can you see me 
11294,16762,img/insta16762,if they were beliebers i know they wouldnt leave my side over an boxing opinion i have 
11295,16763,img/insta16763,night to to all my ladies all around the world 
11296,16764,img/insta16764,he has nothing to gain fighting pacqiao floyd has never in his professional career lost a fight and pacqiao lost his last two fights if floyd wins its not that big of a deal cuz it would be his third loss in a row and lf he loses hes gonna ruin his legacy either way theres no big win for mayweather mayweather is boxing 
11297,16765,img/insta16765,look what mayweather did to marquez 
11298,16766,img/insta16766,at the top its just us 
11299,16767,img/insta16767,they cant catch us 
11300,16769,img/insta16769,live life to the fullest 
11301,16770,img/insta16770,back in the studio 
11302,16773,img/insta16773,double tap x to play 
11303,16774,img/insta16774,ladies first 
11304,16775,img/insta16775,look at these clowns i just beat them both in arm wrestling now headed to the gym 
11305,16776,img/insta16776,cuz im right here aint nobody gotta hold ya 
11306,16778,img/insta16778,pac took a deuce on 
11307,16779,img/insta16779,and chaz if you look close you can see chaz holding pac 
11308,16780,img/insta16780,this is how it really went down 
11309,16781,img/insta16781,chillin by the fire while we eatin fondu 
11310,16782,img/insta16782,we miss you out here hit me up i dont have your new number fool 
11311,16783,img/insta16783,i aint got no worries 
11312,16784,img/insta16784,the man 
11313,16785,img/insta16785,life may seem blurry for the moment just be you 
11314,16786,img/insta16786,wow this is cray 
11315,16787,img/insta16787,knock knock who der houdini disappear got green john deer more green paul pierce ahh 
11316,16788,img/insta16788,my guitar is fire 
