Sr No,Image File,Caption
22505,32401,img/insta32401,what was i pointing at
22506,32404,img/insta32404,mac store in hongkong
22507,32405,img/insta32405,here we come
22508,32406,img/insta32406,she x king
22509,32407,img/insta32407,thats all me
22510,32409,img/insta32409,they made my chinese horoscope outta chocolate and gold dust
22511,32410,img/insta32410,its finally here order the collection exclusively designed by me now wwwriverislandcomrihanna
22512,32411,img/insta32411,by the look on his faceit tickled
22513,32412,img/insta32412,my security getting dicked down in public by my
22514,32413,img/insta32413,super impressive thank you to my westwood family
22515,32414,img/insta32414,its always christmas in london with my ride or die thank youuu
22516,32416,img/insta32416,she x jz
22517,32417,img/insta32417,this bitch im wit got you feelin some type o way
22518,32418,img/insta32418,she x barbie x wang
22519,32419,img/insta32419,got to see my west indian main lastnight hi
22520,32420,img/insta32420,she x
22521,32421,img/insta32421,she x shoot day x inez and vinoodh
22522,32422,img/insta32422,she x
22523,32423,img/insta32423,yall thought i was finished
22524,32424,img/insta32424,city bitch
22525,32425,img/insta32425,your fave is basic
22526,32426,img/insta32426,she a new yorker
22527,32427,img/insta32427,she x ny state of mind
22528,32428,img/insta32428,takeoff x bape shall never kill ape x pj
22529,32429,img/insta32429,she x mani
22530,32430,img/insta32430,my ex bitch just showed up her
22531,32431,img/insta32431,dont let yo vanity be in vain
22532,32432,img/insta32432,what is sexy
22533,32433,img/insta32433,she x the niggaz
22534,32436,img/insta32436,hi nicki
22535,32437,img/insta32437,some photos my homegirl took of me in her store
22536,32438,img/insta32438,my bitchez know
22537,32440,img/insta32440,hopeless romantic or nah
22538,32441,img/insta32441,haaaaaa + bwahhaaa + el eaux el
22539,32444,img/insta32444,city nights in
22540,32445,img/insta32445,she x the guys
22541,32446,img/insta32446,get my look looks now from httpbitlyriripreorder
22542,32448,img/insta32448,guess whos being camera shy
22543,32449,img/insta32449,i wont be long
22544,32450,img/insta32450,miami 4 da night w my niiiiggaz
22545,32451,img/insta32451,lazy fridayz in my boxer panties
22546,32453,img/insta32453,thank you matthew
22547,32455,img/insta32455,rihver island baby
22548,32456,img/insta32456,we need food
22549,32457,img/insta32457,cant stop working
22550,32459,img/insta32459,she x she
22551,32460,img/insta32460,first stop my bitchez came to get some love
22552,32461,img/insta32461,my mom at 21
22553,32463,img/insta32463,my team
22554,32464,img/insta32464,beach soccer wit my niggaz
22555,32467,img/insta32467,my beach is betta
22556,32468,img/insta32468,brought sand to da beach
22557,32469,img/insta32469,my bff  yourz
22558,32470,img/insta32470,but bigger is better
22559,32471,img/insta32471,i love my big lil brother
22560,32472,img/insta32472,snakes x skin
22561,32473,img/insta32473,she + rodarte
22562,32474,img/insta32474,she + ak
22563,32475,img/insta32475,up watching cocaine cowboyz
22564,32477,img/insta32477,dear the love of my life there will never be another us
22565,32478,img/insta32478,hes legendary and he loves me just the way i am
22566,32481,img/insta32481,all white errthang
22567,32483,img/insta32483,behave pon it
22568,32484,img/insta32484,then x now
22569,32488,img/insta32488,i cant sleep
22570,32489,img/insta32489,she morning face
22571,32490,img/insta32490,still tryna get used to my hurr so i threw on some
22572,32491,img/insta32491,i love him and he knows it lol
22573,32492,img/insta32492,yes i am you lil phucker
22574,32493,img/insta32493,this post is for the ones who recognize this shape
22575,32494,img/insta32494,bed pool 420 ollie  here the phuck i come
22576,32496,img/insta32496,heels huh you ruled
22577,32497,img/insta32497,the one of a kind mj woodbridge and
22578,32498,img/insta32498,i prefer my puy in pink
22579,32499,img/insta32499,puy x money x wd
22580,32500,img/insta32500,yall dont know how much i love this
22581,32501,img/insta32501,lighter of the moment
22582,32502,img/insta32502,thank you so much
22583,32503,img/insta32503,you are a dream
22584,32504,img/insta32504,today is the day
22585,32505,img/insta32505,thank you so much
22586,32507,img/insta32507,pink sunset
22587,32508,img/insta32508,my view from under my visor
22588,32509,img/insta32509,10 mins at the park today with no papz mission accomplished
22589,32510,img/insta32510,woke up with my baby next to me
22590,32513,img/insta32513,london i love you in my secret weapon fit
22591,32514,img/insta32514,grey is the new black blondies its quiet for yall
22592,32515,img/insta32515,everything feels like touchdown on a rainy day
22593,32516,img/insta32516,new color ice grey ish call it
22594,32517,img/insta32517,campaign image for the ladies mens coming soon
22595,32519,img/insta32519,fuck wit me you know i got it hello dwt
22596,32521,img/insta32521,im an outlaw bitch
22597,32522,img/insta32522,you were on one tonight one love
22598,32523,img/insta32523,me and my baby
22599,32526,img/insta32526,my main
22600,32527,img/insta32527,me and my mistress
22601,32529,img/insta32529,shots from my new commercial
22602,32530,img/insta32530,oh baby im a roc star
22603,32531,img/insta32531,tried to have a beach day that was a fail
22604,32532,img/insta32532,caught this tonightwell kinda
22605,32534,img/insta32534,hello poland
22606,32535,img/insta32535,denmark i hate to leave you
22607,32536,img/insta32536,its a thigh high and sweats kinda day
22608,32537,img/insta32537,thank you for this phlawless victory of a fit
22609,32538,img/insta32538,phuck outta here bitch
22610,32540,img/insta32540,backstage thuggin
22611,32541,img/insta32541,my fashion killa and i
22612,32542,img/insta32542,the man himself
22613,32543,img/insta32543,me and my main
22614,32544,img/insta32544,stan life what is doin to dat poor girl
22615,32545,img/insta32545,chanel moments
22616,32547,img/insta32547,me and my ride or die
22617,32549,img/insta32549,bumped into the extraordinary jennifer lawrence at dinner
22618,32550,img/insta32550,french ki
22619,32552,img/insta32552,throwback of dolly and i
22620,32553,img/insta32553,this is pledge your allegiance welcome home bro
22621,32554,img/insta32554,its what fashion killaz wear in amsterdam
22622,32556,img/insta32556,like i owned a heaux
22623,32558,img/insta32558,bout dat life
22624,32560,img/insta32560,put in werk put em in da dirt
22625,32561,img/insta32561,a modern take on that era
22626,32565,img/insta32565,post your fave rated r moments
22627,32566,img/insta32566,she makes that look so good  😉 
22628,32567,img/insta32567,im just a girl
22629,32568,img/insta32568,where am i at heauxm
22630,32569,img/insta32569,pops giving me word lastnight
22631,32570,img/insta32570,naked mermaid on my shirt
22632,32572,img/insta32572,what i come home to at night my soulmate
22633,32573,img/insta32573,my new beenie yall niggaz aint on this shit
22634,32574,img/insta32574,are we there yet
22635,32575,img/insta32575,holographic nights in 
22636,32576,img/insta32576,we gon be there getting ratch nasty wit you
22637,32577,img/insta32577,rainy days in london town
22638,32578,img/insta32578,my baby daddy loves me i love you thank you
22639,32580,img/insta32580,me and nuno one of the best guitarists of all time
22640,32585,img/insta32585,and yes those are all people
22641,32586,img/insta32586,you were a great time next city
22642,32587,img/insta32587,youre a dead give away
22643,32588,img/insta32588,ball so hard bitch behave
22644,32589,img/insta32589,my other other benz
22645,32591,img/insta32591,me being a lil fashawn heaux
22646,32592,img/insta32592,hey daddy
22647,32593,img/insta32593,whos bad this phucking genius right here 
22648,32594,img/insta32594,playtime at the studios the other day with
22649,32595,img/insta32595,me and my baby
22650,32596,img/insta32596,who cares
22651,32597,img/insta32597,he took us to his showroom
22652,32598,img/insta32598,mr alaia getting all blushy after i planted my lipstick on em
22653,32600,img/insta32600,all white err thang 
22654,32601,img/insta32601,im just different its a thing
22655,32602,img/insta32602,checking my designs where checked hers
22656,32603,img/insta32603,replicating a moment
22657,32604,img/insta32604,me getting a history lesson on
22658,32605,img/insta32605,thee staircase
22659,32606,img/insta32606,that legendary staircase
22660,32607,img/insta32607,got the keys to apartment yesterday=most legendary day in paris
22661,32608,img/insta32608,thank you to my dear friends at chanel paris
22662,32610,img/insta32610,look who just joined the
22663,32611,img/insta32611,my is betta dan yourz
22664,32612,img/insta32612,its about that time
22665,32613,img/insta32613,what is doing up there
22666,32614,img/insta32614,told you ill be here forever
22667,32615,img/insta32615,i sell out stadiums call it what ya want
22668,32616,img/insta32616,i see you aiming at my pedestal i betta letcha know
22669,32617,img/insta32617,yea thats my nigga right there
22670,32619,img/insta32619,rolled up to my show on a yacht
22671,32621,img/insta32621,bitchin witcho bitch ass
22672,32622,img/insta32622,bye bye  🙁  thank you so much for being phucking epic
22673,32625,img/insta32625,smart work pays off
22674,32626,img/insta32626,lil ol me in my big ol tub
22675,32627,img/insta32627,morocco treet
22676,32628,img/insta32628,tagged dry erase board on her shirt
22677,32629,img/insta32629,guess whos back in
22678,32630,img/insta32630,all i see iz ign
22679,32631,img/insta32631,at it again doin major shit
22680,32632,img/insta32632,just a casual day at the office
22681,32633,img/insta32633,thats my phuckin problemright there 
22682,32634,img/insta32634,bitches be likeget away from my bff
22683,32635,img/insta32635,you were good to me what will i do without you
22684,32638,img/insta32638,errthang i touch turns to platinum
22685,32639,img/insta32639,me and ya bish
22686,32641,img/insta32641,haaaa girl i love you
22687,32642,img/insta32642,summer in de air
22688,32643,img/insta32643,i woke up in a newweave
22689,32644,img/insta32644,my award from for being so phucking phierce
22690,32645,img/insta32645,bitches be likeselfiesundayyyyy
22691,32646,img/insta32646,jocking my hit
22692,32648,img/insta32648,got a thang for a king but chu aint a king
22693,32649,img/insta32649,bad girls want a real niggaaa cuz real niggaz just wanna phuck
22694,32650,img/insta32650,the reason yall hoe niggaz cant phase me
22695,32651,img/insta32651,day 1 niggaz they stuck wit me tho
22696,32652,img/insta32652,work hard play hard and i cooking up a lil treat
22697,32653,img/insta32653,im so you aint een know it
22698,32654,img/insta32654,spent the day with my favorite guy
22699,32656,img/insta32656,making me cake
22700,32657,img/insta32657,on the road to destruction
22701,32658,img/insta32658,this shit was so cool
22702,32659,img/insta32659,this bitch makes me throw up
22703,32660,img/insta32660,grab a seat is on nowwww
22704,32662,img/insta32662,its on nowwwww
22705,32664,img/insta32664,helped me sing sm live tonight hehehe it was deep
22706,32665,img/insta32665,look who came to see me my lover stella mccartney
22707,32666,img/insta32666,yup we definitely have more fun
22708,32667,img/insta32667,backstage loving with my baby
22709,32668,img/insta32668,bitch dont kill my vibe
22710,32669,img/insta32669,i could trip a refereebrooklyn meet you here tomorrow
22711,32670,img/insta32670,shes all miiiiine
22712,32671,img/insta32671,yes i do
22713,32672,img/insta32672,honey im heauxm
22714,32673,img/insta32673,im so lanvin
22715,32674,img/insta32674,im baaaaack first stop
22716,32675,img/insta32675,much love to my girls at the border
22717,32676,img/insta32676,leather tee heels hair
22718,32678,img/insta32678,caption for what
22719,32679,img/insta32679,cah rulez everything around me
22720,32680,img/insta32680,we look like 2 vampires
22721,32681,img/insta32681,found my main 
22722,32682,img/insta32682,off to dinner with my side orders
22723,32683,img/insta32683,po it thee phuck up photo cred
22724,32684,img/insta32684,feels so good being bad
22725,32685,img/insta32685,getting bent back here
22726,32686,img/insta32686,hello kitty
22727,32687,img/insta32687,how could you be so hood thank you bro
22728,32688,img/insta32688,who you lovin who you wanna be huggin
22729,32689,img/insta32689,dining out wit my side heauxz
22730,32691,img/insta32691,flips bangs i came back for you tonight is major
22731,32692,img/insta32692,shes a fashion killa
22732,32693,img/insta32693,shine bright bitch
22733,32694,img/insta32694,thanks and for my new gold heart bracelet
22734,32695,img/insta32695,throw it up throw it up watch it all fall out
22735,32696,img/insta32696,bands make yo girl go dowwwwnnnnn
22736,32697,img/insta32697,tippin at gunpoint
22737,32698,img/insta32698,show time
22738,32699,img/insta32699,me and my thugbitch
22739,32700,img/insta32700,drop a couple stats on em
22740,32701,img/insta32701,its a big day in billboard history we rihwrite records over here
22741,32703,img/insta32703,its the weekend and im creeping with my niggaz
22742,32704,img/insta32704,who you reppin
22743,32705,img/insta32705,and i ballin at the ball game
22744,32706,img/insta32706,playin hard to get but he loves me
22745,32707,img/insta32707,pool day
22746,32708,img/insta32708,wild for the night phuck being polite
22747,32709,img/insta32709,kod got me a welcome to pop my cherry
22748,32710,img/insta32710,i still got my money
22749,32711,img/insta32711,but guess who i met today this pic is epic
22750,32712,img/insta32712,only bad bitches get backstage on the
22751,32713,img/insta32713,what a crew
22752,32714,img/insta32714,our on
22753,32715,img/insta32715,whatever you guys are i love you
22754,32716,img/insta32716,just me and my cockpit
22755,32717,img/insta32717,im back were coming to find you
22756,32719,img/insta32719,bu party next stop
22757,32720,img/insta32720,bday hats
22758,32721,img/insta32721,awe i looooove you eeeeeemmmmmm happy birthday to the
22759,32722,img/insta32722,haaaaa got you in to pannies and all
22760,32723,img/insta32723,wooooiiiiiiiiiii wake up its your birthday heaux
22761,32724,img/insta32724,time to get this bitch out the bed
22762,32725,img/insta32725,hair like rihanna shoe games awesome
22763,32726,img/insta32726,hehehethat pretty much sums it up
22764,32727,img/insta32727,rude gyal
22765,32728,img/insta32728,evidence of an epic night
22766,32729,img/insta32729,just touched down in for
22767,32730,img/insta32730,whurr my navy
22768,32731,img/insta32731,attitude gyal
22769,32732,img/insta32732,look who came to play at the pool today
22770,32733,img/insta32733,just like ol times
22771,32734,img/insta32734,me and mama fenty doing some bday damage shes radical man
22772,32735,img/insta32735,bad gals do it well shes my fav
22773,32736,img/insta32736,better quality lol
22774,32737,img/insta32737,my sweets shes pure bashment here
22775,32738,img/insta32738,i got it from my mama
22776,32740,img/insta32740,shes my rock so i hold on to she tight
22777,32741,img/insta32741,i dont think about you at all
22778,32742,img/insta32742,my mint green celines
22779,32743,img/insta32743,todays mail includes 
22780,32744,img/insta32744,shoutout to my niggas at the border here we come
22781,32745,img/insta32745,cropped denim farmer brown top photo cred 
22782,32746,img/insta32746,rockin dat
22783,32747,img/insta32747,fun times lastnight
22784,32748,img/insta32748,its only march people
22785,32749,img/insta32749,making the best of this shout out to my navi
22786,32750,img/insta32750,all i see is now
22787,32751,img/insta32751,i betcha wanna know what im all about
22788,32752,img/insta32752,raw thanks riccardo ok ok ill marry you
22789,32753,img/insta32753,my new broad came from paris
22790,32755,img/insta32755,rad as phuck mini cup
22791,32756,img/insta32756,my driver is in here goin haarrrrrddd as cunt to too short
22792,32757,img/insta32757,this chicago traffic is not working
22793,32758,img/insta32758,my bedroom floats over the rest of the room super cool
22794,32759,img/insta32759,here comes the snow  🌝 
22795,32761,img/insta32761,the way she looked at me was epic
22796,32762,img/insta32762,i could understand every word she wanted to say
22797,32763,img/insta32763,i would never forget this day
22798,32765,img/insta32765,this lady is flawless
22799,32766,img/insta32766,wrist to wrist
22800,32767,img/insta32767,our last birthday together
22801,32768,img/insta32768,happy birthday gran gran today is not the same without you here
22802,32769,img/insta32769,hanging out wit my brother
22803,32770,img/insta32770,artistic colour gloss get into it
22804,32771,img/insta32771,its get your red nose tee and support the cause
22805,32772,img/insta32772,special delivery thank you riccardo
22806,32774,img/insta32774,aint nobody phuckin wit my thanks for turning my hurr out
22807,32775,img/insta32775,palms rise to the universe
22808,32776,img/insta32776,look wuh ya girl do all i see iz ign
22809,32777,img/insta32777,no words just diamonds old out
22810,32778,img/insta32778,late birthday gift vintage chanel anklet
22811,32779,img/insta32779,fierce kitties
22812,32780,img/insta32780,tuh owned
22813,32782,img/insta32782,ive been waiting on this moment and just like that
22814,32783,img/insta32783,nuff said
22815,32784,img/insta32784,bitches = sons
22816,32785,img/insta32785,walk up in dis bitch like i own a ho
22817,32786,img/insta32786,what you know bout designs ho
22818,32788,img/insta32788,let the races begin
22819,32789,img/insta32789,shit a glimpse at the line outside tonight
22820,32791,img/insta32791,bandz make yo gurl go dooown
22821,32792,img/insta32792,happy birthday to my fam
22822,32793,img/insta32793,another day another wig snatcht
22823,32795,img/insta32795,oh really is that so
22824,32797,img/insta32797,me and my balloons
22825,32798,img/insta32798,my bitch loves me
22826,32800,img/insta32800,me and my big little brother
22827,32801,img/insta32801,me and my bro
22828,32802,img/insta32802,feels so phuckin sexy
22829,32803,img/insta32803,i was so rude this day
22830,32804,img/insta32804,missing you today especially my guardian angel
22831,32805,img/insta32805,anna wintour thank you for covering my show
22832,32806,img/insta32806,look at cho girl walked up in that bitch like i owned a ho
22833,32807,img/insta32807,i phucking loooove this one
22834,32808,img/insta32808,thank you and
22835,32809,img/insta32809,spotlight item
22836,32810,img/insta32810,cover shoot stay tuned
22837,32811,img/insta32811,they got the memo
22838,32812,img/insta32812,thats what they say
22839,32813,img/insta32813,i know you want my cropped knot tank
22840,32814,img/insta32814,already started celebrating my birthday haa
22841,32815,img/insta32815,roses are green somebody knows how to make me happy
22842,32817,img/insta32817,just wont let up
22843,32818,img/insta32818,where my bitches 
22844,32820,img/insta32820,be secure
22845,32821,img/insta32821,exhibit a  clearly just walked into the building
22846,32822,img/insta32822,the infamous frames on my way out of the building
22847,32823,img/insta32823,and i on set
22848,32831,img/insta32831,feb 3
22849,32832,img/insta32832,heading to set m rapping in the backseat
22850,32833,img/insta32833,feb 2 we da bestest
22851,32834,img/insta32834,feb 1
22852,32835,img/insta32835,february like i own a ho
22853,32836,img/insta32836,hello to my fav month
22854,32837,img/insta32837,how could you be so  but you so phuckin
22855,32838,img/insta32838,mama is a baby again
22856,32839,img/insta32839,sneak peek of my shoot today with
22857,32840,img/insta32840,getcho own shit heaux
22858,32841,img/insta32841,employee of the month
22859,32842,img/insta32842,long az my bitches love me
22860,32843,img/insta32843,all i see is ign
22861,32844,img/insta32844,my first shoot
22862,32845,img/insta32845,legendary night
22863,32846,img/insta32846,i had ph me pumps
22864,32849,img/insta32849,every day every night  all the time
22865,32850,img/insta32850,tourism campaign
22866,32851,img/insta32851,you a real nigga then phuck wit me
22867,32852,img/insta32852,diamonds world tour
22868,32853,img/insta32853,whats the issue
22869,32855,img/insta32855,your faves fave is the bet
22870,32857,img/insta32857,mr prez
22871,32858,img/insta32858,lights camera action
22872,32859,img/insta32859,lil miss sunshine
22873,32860,img/insta32860,buckle up bitches
22874,32861,img/insta32861,pull up to the scene with my ceiling missin
22875,32862,img/insta32862,my boo
22876,32863,img/insta32863,good morning
22877,32864,img/insta32864,where the phuck iz my lighter
22878,32865,img/insta32865,only jah can move mountains
22879,32866,img/insta32866,on the runways of milan fashion week
22880,32869,img/insta32869,all i got are these photographs
22881,32876,img/insta32876,talk that talk
22882,32878,img/insta32878,rated r
22883,32879,img/insta32879,good girl gone bad
22884,32880,img/insta32880,a girl like me
22885,32881,img/insta32881,music of the sun
22886,32882,img/insta32882,my sunday night
22887,32883,img/insta32883,christmas all over again thank you marc
22888,32884,img/insta32884,thank you manolo
22889,32885,img/insta32885,i thought i loved these so much better in person thank you matthew
22890,32886,img/insta32886,my new carry on thank you riccardo
22891,32888,img/insta32888,fire crotch
22892,32890,img/insta32890,like i own a ho
22893,32891,img/insta32891,g4l mr prez
22894,32892,img/insta32892,i aced
22895,32893,img/insta32893,bitch dont kill my vibe
22896,32894,img/insta32894,stay scheming
22897,32895,img/insta32895,we all have a purpose
22898,32896,img/insta32896,i bet you wanna know what im all about
22899,32897,img/insta32897,bitch dont kill my vibe
22900,32898,img/insta32898,dont forget who you are
22901,32899,img/insta32899,true life
22902,32901,img/insta32901,full stop
22903,32902,img/insta32902,this nug look like a skull or am i just
22904,32903,img/insta32903,all i see is ign
22905,32904,img/insta32904,you dont want it with this trill ass bitch lol
22906,32905,img/insta32905,full moon out tonight
22907,32906,img/insta32906,part of my campaign miss the beach
22908,32907,img/insta32907,sneak peek
22909,32909,img/insta32909,this man will forever be a legend in my eyes
22910,32910,img/insta32910,santa baby hurry down the chimney tonight is it too late to be nice
22911,32911,img/insta32911,a white sand christmas
22912,32913,img/insta32913,my kinda christmas
22913,32914,img/insta32914,its that time
22914,32915,img/insta32915,throwback to my broski in barbados he grew into a tremendous gentleman
22915,32916,img/insta32916,maybe next time
22916,32917,img/insta32917,your fave
22917,32919,img/insta32919,quality makes the difference
22918,32920,img/insta32920,friday night getting a lil fuzzy
22919,32923,img/insta32923,i did not have the time in this pic lol
22920,32924,img/insta32924,my thursday night
22921,32926,img/insta32926,either way youre fuct
22922,32927,img/insta32927,my bed
22923,32928,img/insta32928,all i see is signs all i see is dolla ign
22924,32929,img/insta32929,turbo on dat a
22925,32930,img/insta32930,hype as shit
22926,32931,img/insta32931,dont get burned out
22927,32932,img/insta32932,worked with the very talented jim parsons today
22928,32933,img/insta32933,watch me perform on finale airing december 18th
22929,32934,img/insta32934,oh but you
22930,32935,img/insta32935,thank you
22931,32937,img/insta32937,risky business
22932,32938,img/insta32938,damn i miss my nigga
22933,32939,img/insta32939,i dont wanna give you the wrong impression 
22934,32940,img/insta32940,the liquor kept us warm
22935,32941,img/insta32941,had the best time with these niggaz tonight
22936,32942,img/insta32942,germany showed me love tonight thank you
22937,32943,img/insta32943,the official billboard image feat avp
22938,32944,img/insta32944,this kinda night
22939,32945,img/insta32945,how gorgeous is the upstairs in my room
22940,32946,img/insta32946,doper than dope my fan photoshopped my face onto marylins
22941,32947,img/insta32947,you give then you get then you give it the fuck back
22942,32948,img/insta32948,round of applause
22943,32949,img/insta32949,set it off
22944,32951,img/insta32951,where art thou
22945,32953,img/insta32953,for hm
22946,32954,img/insta32954,lol where have you been bawdy
22947,32955,img/insta32955,no wordsjust diamonds
22948,32956,img/insta32956,they run shit
22949,32958,img/insta32958,birthday boy
22950,32959,img/insta32959,just do it lol
22951,32960,img/insta32960,perfect day for this this truly made me smile thank you
22952,32961,img/insta32961,ya love it then come and get it
22953,32964,img/insta32964,he told me you better not give it away
22954,32966,img/insta32966,lookin like heauxm
22955,32967,img/insta32967,making sure she aint get bite first
22956,32969,img/insta32969,gotta wear these naked thanks bff
22957,32970,img/insta32970,dont believe me just watch
22958,32972,img/insta32972,this creep bitch
22959,32973,img/insta32973,from dusk til dusk still cant get outta bed hating everything right now
22960,32974,img/insta32974,you got
22961,32975,img/insta32975,dont stay angry
22962,32976,img/insta32976,bitch dont kill my vibe
22963,32977,img/insta32977,sometimes ya gotta do whatcha gotta do to get it done
22964,32978,img/insta32978,red lipstick rose petals
22965,32979,img/insta32979,all alone in my big ole jet see you soon lover
22966,32980,img/insta32980,muggin w my bitch
22967,32981,img/insta32981,stage in 543
22968,32983,img/insta32983,rih has no idea im sneaking into her phone backstage
22969,32984,img/insta32984,thank you bud
22970,32985,img/insta32985,my 3rd fragrance nude will be available in the us at macys next friday
22971,32986,img/insta32986,haters are liars
22972,32987,img/insta32987,miss you
22973,32988,img/insta32988,dont lose focus
22974,32989,img/insta32989,gqs man of the year when will your fave
22975,32990,img/insta32990,my 7th album hits stores in 7 days
22976,32991,img/insta32991,oh yes pix on instagram
22977,32992,img/insta32992,do what is right
22978,32993,img/insta32993,gone and never forgotten the american heroes
22979,32996,img/insta32996,what is life
22980,32997,img/insta32997,my nigga
22981,32998,img/insta32998,talk about jah
22982,32999,img/insta32999,shes a keeper
22983,33000,img/insta33000,internal blessings show externally
22984,33001,img/insta33001,he want dat
22985,33002,img/insta33002,happy birthday ursy big up to taraji
22986,33003,img/insta33003,in stores november 19th
22987,33004,img/insta33004,but you so phuckin pop
22988,33005,img/insta33005,1 big room full o bad bitches
22989,33007,img/insta33007,my bitches pretty in pink
22990,33009,img/insta33009,im a girl now lol
22991,33013,img/insta33013,me and my faves in hand
22992,33014,img/insta33014,this is still cute
22993,33016,img/insta33016,we havin a celebration we have an album
22994,33017,img/insta33017,me spring summer collection with river island is in the bag
22995,33018,img/insta33018,the morning after hello november
22996,33021,img/insta33021,my best friend got me this tee today my new fave
22997,33022,img/insta33022,kitten heels for the
22998,33024,img/insta33024,my nigga tho
22999,33025,img/insta33025,good morning
23000,33026,img/insta33026,got a bad bitch in my bed
23001,33027,img/insta33027,behind the bts
23002,33028,img/insta33028,breakfast in bed
23003,33029,img/insta33029,smokin diamonds
23004,33030,img/insta33030,video shoot part 1
23005,33031,img/insta33031,forgiveness wins
23006,33032,img/insta33032,heading to set
23007,33033,img/insta33033,no thanks ho
23008,33035,img/insta33035,shit could always be worse no pun intended
23009,33036,img/insta33036,mama i made it heres
23010,33037,img/insta33037,tattoo art illustration by
23011,33038,img/insta33038,shit like this makes me feel right
23012,33039,img/insta33039,we got our guns in the muthaphuckin air
23013,33040,img/insta33040,album title
23014,33041,img/insta33041,album cover
23015,33042,img/insta33042,every time
23016,33043,img/insta33043,like diamonds in the sky
23017,33044,img/insta33044,enjoy the good life that god has prearranged for you
23018,33045,img/insta33045,my cousin in bk the other day
23019,33046,img/insta33046,we go we dat
23020,33047,img/insta33047,me and bravo
23021,33048,img/insta33048,look what i found lol
23022,33049,img/insta33049,bravo and dolly
23023,33050,img/insta33050,me and gma i was like 17
23024,33051,img/insta33051,we give her these she still had them lol
23025,33052,img/insta33052,more newspaper clippings shes the greatest
23026,33053,img/insta33053,newspaper clippings
23027,33054,img/insta33054,me dolly and brooklyn
23028,33055,img/insta33055,im back at for the first time without her going through her stuff
23029,33057,img/insta33057,youre a dreamer annie the streets are all i know treet 
23030,33058,img/insta33058,i claim that on christ
23031,33060,img/insta33060,his way works
23032,33061,img/insta33061,had to do it
23033,33062,img/insta33062,my 2nd most favorite place to be
23034,33063,img/insta33063,its that time
23035,33064,img/insta33064,they heart me here
23036,33065,img/insta33065,its too early
23037,33066,img/insta33066,were beautiful like diamonds in the sky
23038,33067,img/insta33067,navy bout dat life
23039,33068,img/insta33068,2 hours
23040,33070,img/insta33070,cant believe its our 7th one hail jah
23041,33073,img/insta33073,working from bed i love my job
23042,33074,img/insta33074,me and my boo
23043,33076,img/insta33076,in my damn gel polish 4 caratz
23044,33077,img/insta33077,in order
23045,33078,img/insta33078,goodbye vegas
23046,33079,img/insta33079,jeremy scott you are dat nigga
23047,33080,img/insta33080,tonight wuz thank you
23048,33081,img/insta33081,look out for
23049,33084,img/insta33084,im just sayin
23050,33085,img/insta33085,bad gals do it well we got our guns in the muthafuckin air
23051,33087,img/insta33087,my trusty sidekickspanish professor
23052,33088,img/insta33088,bands ah make her dance
23053,33089,img/insta33089,n the rear ground
23054,33090,img/insta33090,sneaking in my bff m room
23055,33091,img/insta33091,break strongholds watch for repetitive situations that pull you down in spirit
23056,33104,img/insta33104,my new encyclopedia thanks
23057,33105,img/insta33105,dont procrastinate
23058,33106,img/insta33106,ladies is pimps too
23059,33107,img/insta33107,phuck it
23060,33109,img/insta33109,be smart be epic be in control be happy
23061,33110,img/insta33110,devotion navy
23062,33111,img/insta33111,ya see me tho
23063,33113,img/insta33113,you and i were like diamonds in the sky
23064,33114,img/insta33114,be positive
23065,33115,img/insta33115,this is heartwarming
23066,33116,img/insta33116,well never forget this day 911
23067,33117,img/insta33117,its a good day to shut the ph up and reanalyze your self
23068,33118,img/insta33118,my boo a hepburn chillin wit miss jane
23069,33120,img/insta33120,thats how real friends do hoes4life
23070,33121,img/insta33121,keep your promises
23071,33122,img/insta33122,dont trip
23072,33123,img/insta33123,stay out of strife
23073,33124,img/insta33124,you have to or you will never get shit accomplished
23074,33125,img/insta33125,2 dayz
23075,33126,img/insta33126,word up
23076,33127,img/insta33127,a new direction
23077,33128,img/insta33128,sweet life almost home made a fuel stop
23078,33129,img/insta33129,sowing and reaping
23079,33130,img/insta33130,youre boring me
23080,33131,img/insta33131,the phuck up
23081,33132,img/insta33132,last train in dis muhphucka
23082,33133,img/insta33133,in so famous my security needs securrty
23083,33134,img/insta33134,just once for goodness sakes
23084,33135,img/insta33135,admirable virtues
23085,33136,img/insta33136,that day in september
23086,33137,img/insta33137,i left all my bullshit in august 2012
23087,33139,img/insta33139,you never know which minute is the last one just 60 seconds
23088,33140,img/insta33140,word up
23089,33141,img/insta33141,we can float in the clouds should be lighting it up
23090,33142,img/insta33142,how do i go about owning this
23091,33143,img/insta33143,initiate solutions
23092,33144,img/insta33144,more than the nazis
23093,33145,img/insta33145,where are you
23094,33146,img/insta33146,who painted this
23095,33147,img/insta33147,dont waste time
23096,33148,img/insta33148,thought i posted this already
23097,33149,img/insta33149,reverse mani
23098,33151,img/insta33151,who the phuck is your crew
23099,33152,img/insta33152,give god control
23100,33155,img/insta33155,use self control
23101,33156,img/insta33156,off to do some river island business
23102,33157,img/insta33157,my new glasses thanks mr  mrs grainge
23103,33158,img/insta33158,you are secure
23104,33159,img/insta33159,how i feel
23105,33160,img/insta33160,choose excellence
23106,33161,img/insta33161,control your speech
23107,33162,img/insta33162,thats my nigga 
23108,33163,img/insta33163,control your moods
